freq,w1,l1_leg,l1_top,l2,h1,l1_center,Tx_turns,Tx_width,Tx_height,Tx_space_x,Tx_space_y,Tx_preg,Rx_width,Rx_height,Rx_space_x,Rx_space_y,Rx_preg,g2,Tx_layer_space_x,Tx_layer_space_y,wire_diameter,strand_number,Tx_current,Rx_current,magnetizing_current,input_voltage,Lmt,Llt,copperloss_Tx,copperloss_Rx1,copperloss_Rx2,coreloss,magnetizing_copperloss_Tx,magnetizing_copperloss_Rx1,magnetizing_copperloss_Rx2,total_loss,B_center,B_left,Area,Volume
150.0,32.0,2.0,1.2000000000000002,7.0,2.1,2.0,15.0,0.187082869338697,0.187082869338697,0.1,0.1,0.07,4.0,0.14,0.1,1.0,0.22,0.3,0.2,0.2,0.05,7.0,5.656854249492381,15.556349186104049,4.460329250309574,400.0,67.28324791229397,16.361150405238682,32.57349109764941,9.896060394758033,7.928327294674047,5.141066221243372,17.71681092563884,5.870344065848751,6.105140524763383,85.23124052457584,0.1715681512060493,0.1549313777493014,758.7082869338697,3414.1872912024137
150.0,32.0,2.0,1.2000000000000002,7.0,2.1,2.0,15.0,0.2121320343559642,0.2121320343559642,0.1,0.1,0.07,4.0,0.14,0.1,1.0,0.22,0.31,0.2,0.2,0.05,9.0,5.656854249492381,15.556349186104049,4.460329250309574,400.0,67.28324791229397,16.387425441292322,28.21133156650378,9.977950012895027,7.928327294674047,5.141066221243372,15.807129129461124,5.870344065848751,6.105140524763383,79.04128881538949,0.1608685221506905,0.1481193722534051,761.2132034355965,3425.459415460184
150.0,32.0,2.0,1.2000000000000002,7.0,2.1,2.0,15.0,0.2121320343559642,0.2121320343559642,0.1,0.1,0.06,4.0,0.14,0.1,1.0,0.22,0.3,0.2,0.2,0.05,9.0,5.656854249492381,15.556349186104049,4.460329250309574,400.0,67.28324791229397,16.387425441292322,28.21133156650378,9.977950012895027,7.928327294674047,5.141066221243372,15.807129129461124,5.870344065848751,6.105140524763383,79.04128881538949,0.1608685221506905,0.1476121730203948,761.2132034355965,3425.459415460184
150.0,32.0,2.0,1.2000000000000002,7.0,2.1,2.0,15.0,0.2121320343559642,0.2121320343559642,0.1,0.1,0.06,4.0,0.14,0.1,1.0,0.22,0.31,0.2,0.2,0.05,9.0,5.656854249492381,15.556349186104049,4.460329250309574,400.0,67.28324791229397,16.387425441292322,28.21133156650378,9.977950012895027,7.928327294674047,5.141066221243372,15.807129129461124,5.870344065848751,6.105140524763383,79.04128881538949,0.1608685221506905,0.1476121730203948,761.2132034355965,3425.459415460184
150.0,32.0,2.0,1.2000000000000002,7.0,2.1,2.0,15.0,0.2345207879911715,0.2345207879911715,0.1,0.1,0.07,4.0,0.14,0.1,0.9,0.22,0.29,0.2,0.2,0.05,11.0,5.656854249492381,15.556349186104049,4.134852894173953,400.0,72.57947172483132,16.944323853453795,24.2329074751922,10.710796883705154,8.134280916663855,4.5156580357861245,12.038660540911303,5.577172631635022,5.415491679175063,70.62496816306871,0.1589424317561157,0.1420795288361722,763.4520787991171,3435.534354596027
150.0,32.0,2.0,1.2000000000000002,7.1000000000000005,2.1,2.0,14.0,0.223606797749979,0.223606797749979,0.1,0.1,0.07,4.0,0.14,0.1,1.0,0.22,0.24,0.2,0.2,0.05,10.0,5.656854249492381,15.556349186104049,4.123846957110536,400.0,72.7731755907137,14.623466826737632,22.965740177809263,8.697442279693178,6.638253985667982,5.035403502832837,13.546006263045395,4.377915854826996,4.330318229150393,65.59108029302604,0.1640992877549324,0.1556902547146292,769.9842865727479,3464.9292895773656
150.0,32.0,2.0,1.2000000000000002,7.2,2.1,2.0,15.0,0.2814249455894058,0.2814249455894058,0.1,0.1,0.07,4.0,0.14,0.1,0.8,0.22,0.29,0.2,0.2,0.06,11.0,5.656854249492381,15.556349186104049,4.1522854304178605,400.0,72.27476139298898,17.058623377694428,17.28582740691149,11.181125058721268,8.63025463241228,4.5156580357861245,9.094626548235976,5.599416568893632,5.4254149898599655,61.73232324082074,0.1771943958665699,0.1527462557499396,783.5053444501193,3525.774050025537
150.0,32.0,2.0,1.2000000000000002,7.2,2.11,2.0,15.0,0.2939387691339813,0.2939387691339813,0.1,0.1,0.07,4.0,0.14,0.1,0.8,0.22,0.29,0.2,0.2,0.06,12.0,5.656854249492381,15.556349186104049,4.162707315888828,400.0,72.09381201833462,16.99529923003948,16.481987405810266,11.183014042913356,8.63025463241228,4.5156580357861245,8.511965890895638,5.599416568893632,5.4254149898599655,60.34771156657126,0.1771943958665699,0.1551248069628302,784.7817544516661,3539.3657125770137
150.0,32.0,2.0,1.3,7.2,1.95,2.0,15.0,0.2939387691339813,0.2939387691339813,0.1,0.1,0.07,4.0,0.14,0.1,0.8,0.22,0.29,0.2,0.2,0.06,12.0,5.656854249492381,15.556349186104049,4.146960990236154,400.0,72.36755769480858,16.99529923003948,16.481987405810266,11.16022993955847,8.672079525982472,4.086492431966841,8.554090452383814,5.715187705526611,5.4254149898599655,60.09548245108843,0.1776720088998347,0.154485087919617,784.7817544516661,3570.756982755081
150.0,32.0,2.0,1.2000000000000002,7.300000000000001,2.11,2.0,15.0,0.2939387691339813,0.2939387691339813,0.1,0.1,0.16,4.0,0.14,0.1,0.9,0.22,0.29,0.2,0.2,0.06,12.0,5.656854249492381,15.556349186104049,4.145231025452381,400.0,72.3977594677691,17.101266488944876,16.407932026699804,10.871589150965306,8.411523315348362,4.5156580357861245,8.511965890895638,5.577172631635022,5.409290088441276,59.70513113977153,0.1513258183502932,0.1493139839262472,792.4756932208002,3574.0653764258086
