        f (GHz),               p_surf[1][1],               Q_surf[1][1],               p_surf[2][1],               Q_surf[2][1],               p_surf[3][1],               Q_surf[3][1],               p_surf[1][2],               Q_surf[1][2],               p_surf[2][2],               Q_surf[2][2],               p_surf[3][2],               Q_surf[3][2]
 2.00000000e+00,        +9.484532876449e-05,        +1.054348182485e+04,        +3.105585744997e-05,        +3.220004476164e+04,        +2.816244799266e-07,        +3.550827684655e+06,        +9.484480871487e-05,        +1.054353963648e+04,        +3.107884353455e-05,        +3.217622943043e+04,        +2.812389890275e-07,        +3.555694761448e+06
