        f (GHz),      Re{B_x[1][1]} (Wb/m²),      Im{B_x[1][1]} (Wb/m²),      Re{B_y[1][1]} (Wb/m²),      Im{B_y[1][1]} (Wb/m²),      Re{B_z[1][1]} (Wb/m²),      Im{B_z[1][1]} (Wb/m²),      Re{B_x[2][1]} (Wb/m²),      Im{B_x[2][1]} (Wb/m²),      Re{B_y[2][1]} (Wb/m²),      Im{B_y[2][1]} (Wb/m²),      Re{B_z[2][1]} (Wb/m²),      Im{B_z[2][1]} (Wb/m²),      Re{B_x[1][2]} (Wb/m²),      Im{B_x[1][2]} (Wb/m²),      Re{B_y[1][2]} (Wb/m²),      Im{B_y[1][2]} (Wb/m²),      Re{B_z[1][2]} (Wb/m²),      Im{B_z[1][2]} (Wb/m²),      Re{B_x[2][2]} (Wb/m²),      Im{B_x[2][2]} (Wb/m²),      Re{B_y[2][2]} (Wb/m²),      Im{B_y[2][2]} (Wb/m²),      Re{B_z[2][2]} (Wb/m²),      Im{B_z[2][2]} (Wb/m²)
 2.00000000e+00,        -1.635788893842e-04,        +2.500340450463e-05,        +4.465804148765e-05,        -4.971983773149e-06,        +5.623349230031e-05,        -7.147405505422e-06,        -2.607770969932e-05,        +3.956435934586e-06,        -5.280537133895e-04,        +7.672249516156e-05,        -7.328736042278e-05,        +1.199499242902e-05,        +1.640624040730e-04,        -2.337744790542e-05,        -4.392915076279e-05,        +7.281568760825e-06,        -5.578443946368e-05,        +8.629710434020e-06,        +2.618934565542e-05,        -3.706484150598e-06,        +5.276732646603e-04,        -7.777386196053e-05,        +7.387897832105e-05,        -1.011185732206e-05
