        f (GHz),       Re{Φ_elec[1][1]} (C),       Im{Φ_elec[1][1]} (C),            Φ_pow[2][1] (W),       Re{Φ_elec[1][2]} (C),       Im{Φ_elec[1][2]} (C),            Φ_pow[2][2] (W)
 2.00000000e+00,        +1.072305819639e-12,        -3.189296572445e-13,        +2.607098659678e-06,        +1.071788192966e-12,        -3.236449174128e-13,        +2.535719482840e-06
