        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),           E_elec[1][1] (J),               p_elec[1][1],            E_mag[1][1] (J),                p_mag[1][1],              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),           E_elec[1][2] (J),               p_elec[1][2],            E_mag[1][2] (J),                p_mag[1][2]
 2.00000000e+00,        +2.207509543380e-11,        +1.189667136557e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.006351365869e-11,        +9.088755117212e-01,        +5.983479826382e-12,        +5.029541156946e-01,        +2.207547188962e-11,        +1.189559296650e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.006347842890e-11,        +9.088584166728e-01,        +5.983528852537e-12,        +5.030038325443e-01
