        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            Re{V[3][1]} (V),            Im{V[3][1]} (V),            Re{V[4][1]} (V),            Im{V[4][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V),            Re{V[3][2]} (V),            Im{V[3][2]} (V),            Re{V[4][2]} (V),            Im{V[4][2]} (V)
 2.00000000e+00,        +7.484650960466e+00,        +7.041190129234e+00,        -9.573302402627e-01,        +6.726053624818e+00,        -3.106260733700e+00,        +7.723507949945e-03,        +1.597563649432e-02,        +3.898121620749e-03,        +3.704133360676e-03,        +7.484650960466e+00,        +6.726053461705e+00,        -3.106261174360e+00,        +7.041454748665e+00,        -9.574675443607e-01,        +3.923462585262e-03,        +3.651831127802e-03,        +7.644829487358e-03,        +1.599324207185e-02
