        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            Re{I[4][1]} (A),            Im{I[4][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            Re{I[4][2]} (A),            Im{I[4][2]} (A)
 2.00000000e+00,        +1.336067647352e-01,        +1.256906485047e-01,        -1.708907961911e-02,        +1.200652200075e-01,        -5.544913840949e-02,        +1.378705453400e-04,        +2.851773740508e-04,        +6.958446306228e-05,        +6.612162371789e-05,        +1.336067647352e-01,        +1.200652170958e-01,        -5.544914627562e-02,        +1.256953721647e-01,        -1.709153060265e-02,        +7.003681873014e-05,        +6.518798871478e-05,        +1.364660743905e-04,        +2.854916471234e-04
