        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[4][1]| (dB),        arg(S[4][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[4][2]| (dB),        arg(S[4][2]) (deg.)
 2.00000000e+00,        -1.701793823425e+01,        -1.148548269521e+02,        -8.860530550959e-02,        -2.478868062459e+01,        -5.250206942600e+01,        +6.419830368525e+01,        -6.287205547397e+01,        +4.353828933885e+01,        -8.860526251462e-02,        -2.478868424737e+01,        -1.701782788905e+01,        -1.148386536851e+02,        -6.290016106364e+01,        +4.294639368874e+01,        -5.251099315317e+01,        +6.445202607680e+01
