"Freq [MHz]","Ltx_uH []","Lrx_uH []","M_uH []","k_ratio []","Qtx_ratio []","Qrx_ratio []","FOM_ratio []","re_Z11_ohm []","im_Z11_ohm []","re_Z22_ohm []","im_Z22_ohm []","re_Z12_ohm []","im_Z12_ohm []","M_over_Ltx_ratio []","M_over_Lrx_ratio []","eta_fom_max_ratio []","Volume(tx_mull_ferrite_sheet) [m3]","Volume(tx_ssw_coil_ssw_copper) [m3]","Volume(rx_ssw_coil_ssw_copper) [m3]","Volume(Region_Abs_2000mm) [m3]"
81.26875,-0.098708247687058,0.0590098278621519,0.0014633825356619,nan,-49.381974113258,43.31978190481,nan,1.02067726910845,-50.4030584811041,0.695571108235081,30.1319887080307,0.0343712660422817,-0.747242072000271,-0.0148253319246571,0.0247989629639387,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
82.5175,-0.0835254489602093,0.073464320710694,0.00144836546324213,nan,-35.7184001512879,52.2184670940702,nan,1.21241904727424,-43.3056686815846,0.729421027351859,38.0892479144959,0.0521092010677433,-0.750938015441184,-0.0173404091959101,0.0197152229712415,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
83.76625,-0.0683902694473325,0.0881109283624658,0.00144713471218979,nan,-21.5474067787558,60.2750784572572,nan,1.67050679410013,-35.9950894191507,0.769380074591019,46.3744443594241,0.0785834220437878,-0.76165430824838,-0.0211599504415497,0.0164240093605262,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
85.015,-0.0537528570625468,0.103045532080313,0.0014853785348474,nan,-9.70604720094038,67.4380160554412,nan,2.95824801164793,-28.7128948331428,0.816206047402631,55.0433165292868,0.117912197204363,-0.793437223417802,-0.0276334806374852,0.0144147786406664,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
86.26375,-0.0436223376177528,0.118376119891984,0.00160898345200189,nan,-5.3140983448381,73.7225256126787,nan,4.44925758244004,-23.643792354603,0.870306240394401,64.1611740983503,0.139262103819225,-0.872086933407324,-0.0368843931772031,0.0135921286613386,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
87.5125,-0.032323006029142,0.134226295214,0.00174142570519422,nan,-6.59195122764882,79.1138604199171,nan,2.69617276110176,-17.773039342498,0.932899769210314,73.8053021270777,0.140919570413875,-0.95753555664191,-0.0538757349370346,0.0129738044428465,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
88.76125,-0.0177274675733629,0.150740355027381,0.00217127430008581,nan,-5.79548941816696,84.1593322073053,nan,1.7059247121139,-9.88666861724564,0.9989195918581,84.0684057795716,0.0967994929377824,-1.21092702007511,-0.122480793779499,0.0144040678403034,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
90.01,-0.00305038179960742,0.168146477936192,0.00177431524351031,nan,-1.24104867174029,85.8890648629296,nan,1.39006790775921,-1.72514193055337,1.10718585972032,95.0951581208373,-0.679971581312163,-1.00346311566427,-0.581669889237688,0.0105521998752994,nan,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
91.25875,0.0115524012976972,0.186482812302393,0.00101048216230183,0.0217707360851436,5.22258419875081,87.2514883905782,0.464731660498423,1.26835609549544,6.62409650272378,1.22551985015186,106.928430977948,-0.234642015055197,-0.579406063283358,0.0874694478024453,0.00541863429570802,0.0488477545293075,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
92.5075,0.0262639545477516,0.20612362487739,0.00109389630929797,0.0148673036766745,12.2701742484518,88.2502332572918,0.489232735037355,1.24413125542949,15.265707292065,1.35759028695389,119.807659491515,-0.0475099792527604,-0.635818221328839,0.0416500990857681,0.00530699142298053,0.0535950889427716,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
93.75625,0.0412267008108132,0.227343205626985,0.00119974483386778,0.0123924908822111,19.0945399254932,88.1604526253969,0.508452179166874,1.27188978568382,24.2861502935666,1.51910665019055,133.92512986705,0.0340527108211763,-0.706755155668454,0.0291011604196353,0.00527724077154202,0.0574215895994975,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
95.005,0.0565888438368552,0.250517859100758,0.00130625064386176,0.0109708874893948,25.2491550571144,87.0458637114536,0.514326919264369,1.33785886966992,33.7798060448316,1.71797517269436,149.542632742014,0.0765431717905319,-0.779745448109844,0.0230831831027978,0.00521420168825725,0.0586083149915459,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
96.25375,0.0725064813747956,0.276132283750182,0.00141507041570262,0.0100007148415607,30.4540614088528,84.9609905221442,0.508701990676603,1.43988941017659,43.8504805194745,1.96560000468066,166.999323368,0.0953017816178871,-0.855806495100759,0.0195164678918555,0.00512461055434879,0.0574718931257677,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
97.5025,0.0891555917906197,0.304820674970058,0.00152620317424268,0.00925797169667708,34.5240428699917,81.9694549835546,0.492495986979772,1.58205857687741,54.6190581309539,2.27817977822756,186.741154775868,0.0953734896143931,-0.934992166160214,0.0171184234616146,0.00500688863835301,0.0542386111525806,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
98.75125,0.106743695872671,0.337431114358016,0.0016396159921703,0.00863929820024833,37.3469206761312,78.1436842757415,0.466716124942008,1.77341307639724,66.2315174902214,2.6792529215291,209.366694394828,0.0791708947092307,-1.01733647476672,0.0153603074988721,0.00485911323053232,0.0492265820727775,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
100,0.125523428155474,0.375126511654618,0.00175683206931531,0.0080961580064092,38.8807241645576,73.5604980942673,0.432980640556153,2.02847806063301,78.8686959493287,3.20415093348248,235.698938636183,0.047851278700346,-1.10385014451039,0.0139960491450193,0.0046833055375538,0.0429303160214524,4.98389995200037E-06,2.13416169604046E-06,2.35848439957533E-06,77.3624647042687
