"Phase [deg]","Freq [MHz]","loss_W_rx_ssw_coil_pcb_1_fr4 []","loss_W_rx_ssw_coil_pcb_2_fr4 []","loss_W_rx_ssw_coil_ssw_copper []","loss_W_tx_mull_ferrite_sheet []","loss_W_tx_ssw_coil_pcb_1_fr4 []","loss_W_tx_ssw_coil_pcb_2_fr4 []","loss_W_tx_ssw_coil_ssw_copper []","loss_W_Region_Abs_2000mm []"
0,6.78,0.0150149478000733,0.01567778195668,0.0398938486560035,0.00373228284268618,0.0145501311664382,0.011708688108299,0.0347443679931923,-1.72873766422254E-17
